studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
20,75,Some,No,Medium,Yes,Female,26,Visual,20,Rarely,90,96,Yes,Medium,Fail
16,80,Many,Yes,Low,Yes,Male,23,Auditory,13,Often,89,98,Yes,High,Fail
16,80,Many,Yes,Low,Yes,Male,19,Visual,1,Often,94,89,Yes,High,Fail
16,80,Many,Yes,Low,Yes,Male,21,Visual,15,Often,59,52,No,High,Excellent
16,80,Some,No,Low,Yes,Male,23,Auditory,13,Often,89,98,Yes,High,Fail
16,80,Some,No,Low,Yes,Male,19,Visual,1,Often,94,89,Yes,High,Fail
16,80,Some,No,Low,Yes,Male,21,Visual,15,Often,59,52,No,High,Excellent
12,70,Many,No,Medium,Yes,Female,19,Auditory,0,Often,95,40,No,High,Excellent
12,70,Many,No,Medium,Yes,Female,22,Auditory,7,Often,56,47,Yes,High,Excellent
12,70,Many,Yes,Medium,Yes,Female,19,Auditory,0,Often,95,40,No,High,Excellent
12,70,Many,Yes,Medium,Yes,Female,22,Auditory,7,Often,56,47,Yes,High,Excellent
12,70,Some,Yes,Low,Yes,Female,19,Auditory,0,Often,95,40,No,High,Excellent
12,70,Some,Yes,Low,Yes,Female,22,Auditory,7,Often,56,47,Yes,High,Excellent
12,70,Many,No,High,Yes,Female,19,Auditory,0,Often,95,40,No,High,Excellent
12,70,Many,No,High,Yes,Female,22,Auditory,7,Often,56,47,Yes,High,Excellent
30,76,Some,Yes,Low,Yes,Male,28,Visual,11,Rarely,50,94,Yes,High,Fail
30,76,Some,Yes,Low,Yes,Male,20,Auditory,5,Rarely,68,95,Yes,High,Fail
30,76,Some,Yes,Low,Yes,Male,22,Visual,8,Often,61,40,Yes,Medium,Excellent
30,76,Some,Yes,Low,Yes,Male,24,Visual,5,Often,51,90,No,High,Fail
30,76,Some,Yes,Low,Yes,Male,25,Visual,3,Rarely,51,59,Yes,High,Good
30,76,Some,Yes,Low,Yes,Male,25,Auditory,14,Often,91,98,No,Low,Fail
13,61,Some,No,Low,No,Female,21,Kinesthetic,20,Often,99,72,Yes,High,Average
13,61,Some,No,Low,No,Female,21,Auditory,19,Rarely,55,69,No,High,Good
13,61,Some,Yes,High,No,Female,21,Kinesthetic,20,Often,99,72,Yes,High,Average
13,61,Some,Yes,High,No,Female,21,Auditory,19,Rarely,55,69,No,High,Good
13,61,Some,Yes,Medium,Yes,Female,21,Kinesthetic,20,Often,99,72,Yes,High,Average
13,61,Some,Yes,Medium,Yes,Female,21,Auditory,19,Rarely,55,69,No,High,Good
25,62,Some,No,Low,Yes,Male,21,Visual,19,Often,79,77,No,High,Average
25,62,Some,No,Low,Yes,Male,19,Auditory,2,Rarely,56,74,Yes,Medium,Average
25,62,Some,No,Low,Yes,Male,21,Kinesthetic,4,Often,69,78,Yes,High,Average
25,62,Some,Yes,Medium,Yes,Male,21,Visual,19,Often,79,77,No,High,Average
25,62,Some,Yes,Medium,Yes,Male,19,Auditory,2,Rarely,56,74,Yes,Medium,Average
25,62,Some,Yes,Medium,Yes,Male,21,Kinesthetic,4,Often,69,78,Yes,High,Average
25,62,Some,No,High,Yes,Male,21,Visual,19,Often,79,77,No,High,Average
25,62,Some,No,High,Yes,Male,19,Auditory,2,Rarely,56,74,Yes,Medium,Average
25,62,Some,No,High,Yes,Male,21,Kinesthetic,4,Often,69,78,Yes,High,Average
18,86,Some,Yes,Low,Yes,Female,21,Visual,3,Rarely,59,64,Yes,Medium,Good
18,86,Some,Yes,Low,Yes,Female,21,Auditory,9,Rarely,62,84,Yes,High,Average
18,86,Some,No,Medium,Yes,Female,21,Visual,3,Rarely,59,64,Yes,Medium,Good
18,86,Some,No,Medium,Yes,Female,21,Auditory,9,Rarely,62,84,Yes,High,Average
18,86,Some,Yes,Medium,Yes,Female,21,Visual,3,Rarely,59,64,Yes,Medium,Good
18,86,Some,Yes,Medium,Yes,Female,21,Auditory,9,Rarely,62,84,Yes,High,Average
18,86,Some,No,High,Yes,Female,21,Visual,3,Rarely,59,64,Yes,Medium,Good
18,86,Some,No,High,Yes,Female,21,Auditory,9,Rarely,62,84,Yes,High,Average
18,86,Some,No,Low,Yes,Female,21,Visual,3,Rarely,59,64,Yes,Medium,Good
18,86,Some,No,Low,Yes,Female,21,Auditory,9,Rarely,62,84,Yes,High,Average
27,91,Many,Yes,Medium,Yes,Female,18,Auditory,12,Rarely,63,62,Yes,High,Good
27,91,Many,Yes,Medium,Yes,Female,22,Kinesthetic,11,Rarely,98,97,Yes,Low,Fail
27,91,Many,Yes,Low,Yes,Female,18,Auditory,12,Rarely,63,62,Yes,High,Good
27,91,Many,Yes,Low,Yes,Female,22,Kinesthetic,11,Rarely,98,97,Yes,Low,Fail
27,91,Some,No,Medium,Yes,Female,18,Auditory,12,Rarely,63,62,Yes,High,Good
27,91,Some,No,Medium,Yes,Female,22,Kinesthetic,11,Rarely,98,97,Yes,Low,Fail
27,91,Some,Yes,Low,Yes,Female,18,Auditory,12,Rarely,63,62,Yes,High,Good
27,91,Some,Yes,Low,Yes,Female,22,Kinesthetic,11,Rarely,98,97,Yes,Low,Fail
27,91,Some,No,Low,Yes,Female,18,Auditory,12,Rarely,63,62,Yes,High,Good
27,91,Some,No,Low,Yes,Female,22,Kinesthetic,11,Rarely,98,97,Yes,Low,Fail
22,80,Some,No,Low,Yes,Female,26,Visual,0,Rarely,100,92,Yes,Low,Fail
22,80,Some,No,Low,Yes,Female,22,Kinesthetic,0,Often,86,74,No,High,Average
22,80,Many,Yes,Medium,Yes,Female,26,Visual,0,Rarely,100,92,Yes,Low,Fail
22,80,Many,Yes,Medium,Yes,Female,22,Kinesthetic,0,Often,86,74,No,High,Average
22,80,Many,No,Medium,Yes,Female,26,Visual,0,Rarely,100,92,Yes,Low,Fail
22,80,Many,No,Medium,Yes,Female,22,Kinesthetic,0,Often,86,74,No,High,Average
22,80,Some,Yes,High,Yes,Female,26,Visual,0,Rarely,100,92,Yes,Low,Fail
22,80,Some,Yes,High,Yes,Female,22,Kinesthetic,0,Often,86,74,No,High,Average
15,68,Some,Yes,Low,Yes,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Some,Yes,Low,Yes,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Some,Yes,Low,Yes,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Some,Yes,Low,Yes,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Some,Yes,Low,Yes,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
15,68,Some,Yes,Medium,Yes,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Some,Yes,Medium,Yes,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Some,Yes,Medium,Yes,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Some,Yes,Medium,Yes,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Some,Yes,Medium,Yes,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
15,68,Some,No,Low,Yes,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Some,No,Low,Yes,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Some,No,Low,Yes,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Some,No,Low,Yes,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Some,No,Low,Yes,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
15,68,Many,No,High,Yes,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Many,No,High,Yes,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Many,No,High,Yes,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Many,No,High,Yes,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Many,No,High,Yes,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
15,68,Many,No,Medium,No,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Many,No,Medium,No,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Many,No,Medium,No,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Many,No,Medium,No,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Many,No,Medium,No,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
15,68,Some,No,Medium,Yes,Male,25,Auditory,1,Often,69,66,No,Medium,Good
15,68,Some,No,Medium,Yes,Male,25,Auditory,1,Rarely,72,84,Yes,Medium,Average
15,68,Some,No,Medium,Yes,Male,21,Visual,4,Often,97,89,No,High,Fail
15,68,Some,No,Medium,Yes,Male,23,Visual,20,Often,98,92,Yes,High,Fail
15,68,Some,No,Medium,Yes,Male,24,Auditory,20,Often,71,89,Yes,High,Fail
33,89,Some,No,Medium,Yes,Female,20,Visual,11,Often,65,57,Yes,Medium,Good
20,88,Some,No,Low,Yes,Female,19,Visual,8,Often,98,65,Yes,Low,Good
20,88,Some,No,Low,Yes,Female,26,Auditory,5,Often,97,78,No,High,Average
20,88,Some,No,Low,Yes,Female,29,Visual,7,Often,73,62,Yes,Medium,Good
20,88,Some,Yes,Medium,Yes,Female,19,Visual,8,Often,98,65,Yes,Low,Good
20,88,Some,Yes,Medium,Yes,Female,26,Auditory,5,Often,97,78,No,High,Average
20,88,Some,Yes,Medium,Yes,Female,29,Visual,7,Often,73,62,Yes,Medium,Good
20,88,Many,Yes,Medium,No,Female,19,Visual,8,Often,98,65,Yes,Low,Good
20,88,Many,Yes,Medium,No,Female,26,Auditory,5,Often,97,78,No,High,Average
20,88,Many,Yes,Medium,No,Female,29,Visual,7,Often,73,62,Yes,Medium,Good
19,98,Some,Yes,Medium,Yes,Female,22,Visual,19,Often,86,100,Yes,High,Fail
19,98,Some,Yes,Medium,Yes,Female,23,Visual,3,Often,89,49,Yes,High,Excellent
19,98,Some,Yes,Medium,Yes,Female,25,Kinesthetic,12,Rarely,61,50,Yes,Medium,Excellent
19,98,Some,Yes,Medium,Yes,Female,19,Visual,5,Often,74,65,No,Medium,Good
19,98,Some,Yes,Medium,No,Female,22,Visual,19,Often,86,100,Yes,High,Fail
19,98,Some,Yes,Medium,No,Female,23,Visual,3,Often,89,49,Yes,High,Excellent
19,98,Some,Yes,Medium,No,Female,25,Kinesthetic,12,Rarely,61,50,Yes,Medium,Excellent
19,98,Some,Yes,Medium,No,Female,19,Visual,5,Often,74,65,No,Medium,Good
19,98,Many,Yes,Medium,Yes,Female,22,Visual,19,Often,86,100,Yes,High,Fail
19,98,Many,Yes,Medium,Yes,Female,23,Visual,3,Often,89,49,Yes,High,Excellent
19,98,Many,Yes,Medium,Yes,Female,25,Kinesthetic,12,Rarely,61,50,Yes,Medium,Excellent
19,98,Many,Yes,Medium,Yes,Female,19,Visual,5,Often,74,65,No,Medium,Good
19,98,Many,Yes,High,Yes,Female,22,Visual,19,Often,86,100,Yes,High,Fail
19,98,Many,Yes,High,Yes,Female,23,Visual,3,Often,89,49,Yes,High,Excellent
19,98,Many,Yes,High,Yes,Female,25,Kinesthetic,12,Rarely,61,50,Yes,Medium,Excellent
19,98,Many,Yes,High,Yes,Female,19,Visual,5,Often,74,65,No,Medium,Good
33,68,Some,Yes,Medium,Yes,Female,22,Auditory,11,Often,59,61,Yes,High,Good
33,68,Some,Yes,Medium,Yes,Female,23,Kinesthetic,2,Often,79,41,Yes,High,Excellent
33,68,Some,Yes,Medium,Yes,Female,26,Auditory,15,Rarely,51,76,Yes,High,Average
33,68,Some,Yes,Medium,Yes,Female,24,Visual,19,Often,94,62,No,Low,Good
12,63,Many,No,Low,Yes,Female,18,Kinesthetic,4,Rarely,54,68,Yes,Low,Good
12,63,Many,No,Low,Yes,Female,24,Auditory,7,Often,75,71,Yes,Medium,Average
12,63,Some,No,Low,Yes,Female,18,Kinesthetic,4,Rarely,54,68,Yes,Low,Good
12,63,Some,No,Low,Yes,Female,24,Auditory,7,Often,75,71,Yes,Medium,Average
19,76,Many,Yes,Medium,Yes,Male,24,Visual,14,Often,63,80,Yes,Medium,Average
19,76,Many,Yes,Medium,Yes,Male,29,Visual,0,Often,51,61,Yes,Low,Good
19,76,Some,Yes,Medium,Yes,Male,24,Visual,14,Often,63,80,Yes,Medium,Average
19,76,Some,Yes,Medium,Yes,Male,29,Visual,0,Often,51,61,Yes,Low,Good
19,76,Many,No,Low,Yes,Male,24,Visual,14,Often,63,80,Yes,Medium,Average
19,76,Many,No,Low,Yes,Male,29,Visual,0,Often,51,61,Yes,Low,Good
19,76,Many,Yes,Low,Yes,Male,24,Visual,14,Often,63,80,Yes,Medium,Average
19,76,Many,Yes,Low,Yes,Male,29,Visual,0,Often,51,61,Yes,Low,Good
19,76,Some,Yes,Low,Yes,Male,24,Visual,14,Often,63,80,Yes,Medium,Average
19,76,Some,Yes,Low,Yes,Male,29,Visual,0,Often,51,61,Yes,Low,Good
35,90,Some,Yes,Low,No,Female,21,Visual,0,Often,55,93,Yes,High,Fail
35,90,Some,Yes,Low,No,Female,20,Kinesthetic,5,Often,89,92,Yes,Medium,Fail
35,90,Some,Yes,Low,No,Female,28,Kinesthetic,5,Often,78,72,Yes,High,Average
15,75,Many,Yes,High,Yes,Female,20,Kinesthetic,16,Rarely,87,48,No,High,Excellent
15,75,Many,Yes,High,Yes,Female,27,Visual,7,Often,85,77,Yes,Medium,Average
15,75,Many,Yes,High,Yes,Female,29,Kinesthetic,4,Rarely,91,41,No,Low,Excellent
15,75,Some,No,Medium,Yes,Female,20,Kinesthetic,16,Rarely,87,48,No,High,Excellent
15,75,Some,No,Medium,Yes,Female,27,Visual,7,Often,85,77,Yes,Medium,Average
15,75,Some,No,Medium,Yes,Female,29,Kinesthetic,4,Rarely,91,41,No,Low,Excellent
30,73,Some,Yes,Medium,Yes,Male,19,Visual,10,Rarely,65,87,Yes,High,Fail
30,73,Some,No,Medium,Yes,Male,19,Visual,10,Rarely,65,87,Yes,High,Fail
30,84,Some,No,Low,Yes,Female,19,Visual,8,Rarely,84,61,Yes,High,Good
30,84,Some,No,Low,Yes,Female,23,Visual,13,Often,55,60,Yes,High,Good
30,84,Some,No,Low,Yes,Female,27,Visual,6,Often,98,87,No,High,Fail
30,84,Some,No,Low,Yes,Female,25,Auditory,12,Often,65,84,Yes,High,Average
30,84,Some,No,Low,Yes,Female,21,Auditory,17,Rarely,82,87,Yes,Low,Fail
30,84,Some,No,Low,Yes,Female,19,Visual,17,Rarely,88,90,Yes,High,Fail
30,84,Some,No,Medium,Yes,Female,19,Visual,8,Rarely,84,61,Yes,High,Good
30,84,Some,No,Medium,Yes,Female,23,Visual,13,Often,55,60,Yes,High,Good
30,84,Some,No,Medium,Yes,Female,27,Visual,6,Often,98,87,No,High,Fail
30,84,Some,No,Medium,Yes,Female,25,Auditory,12,Often,65,84,Yes,High,Average
30,84,Some,No,Medium,Yes,Female,21,Auditory,17,Rarely,82,87,Yes,Low,Fail
30,84,Some,No,Medium,Yes,Female,19,Visual,17,Rarely,88,90,Yes,High,Fail
30,84,Some,Yes,Medium,Yes,Female,19,Visual,8,Rarely,84,61,Yes,High,Good
30,84,Some,Yes,Medium,Yes,Female,23,Visual,13,Often,55,60,Yes,High,Good
30,84,Some,Yes,Medium,Yes,Female,27,Visual,6,Often,98,87,No,High,Fail
30,84,Some,Yes,Medium,Yes,Female,25,Auditory,12,Often,65,84,Yes,High,Average
30,84,Some,Yes,Medium,Yes,Female,21,Auditory,17,Rarely,82,87,Yes,Low,Fail
30,84,Some,Yes,Medium,Yes,Female,19,Visual,17,Rarely,88,90,Yes,High,Fail
17,95,Many,No,Medium,Yes,Male,29,Visual,1,Often,66,94,No,High,Fail
17,95,Many,No,Medium,Yes,Male,25,Visual,10,Rarely,74,81,No,High,Average
17,95,Many,No,Medium,Yes,Male,22,Kinesthetic,18,Rarely,71,88,Yes,High,Fail
17,95,Some,Yes,Low,No,Male,29,Visual,1,Often,66,94,No,High,Fail
17,95,Some,Yes,Low,No,Male,25,Visual,10,Rarely,74,81,No,High,Average
17,95,Some,Yes,Low,No,Male,22,Kinesthetic,18,Rarely,71,88,Yes,High,Fail
17,95,Some,No,Low,Yes,Male,29,Visual,1,Often,66,94,No,High,Fail
17,95,Some,No,Low,Yes,Male,25,Visual,10,Rarely,74,81,No,High,Average
17,95,Some,No,Low,Yes,Male,22,Kinesthetic,18,Rarely,71,88,Yes,High,Fail
23,62,Many,Yes,Medium,Yes,Female,24,Visual,15,Rarely,58,98,No,High,Fail
23,62,Many,Yes,Medium,Yes,Female,26,Visual,0,Often,93,91,Yes,Low,Fail
23,62,Some,No,Medium,Yes,Female,24,Visual,15,Rarely,58,98,No,High,Fail
23,62,Some,No,Medium,Yes,Female,26,Visual,0,Often,93,91,Yes,Low,Fail
23,62,Many,Yes,Low,Yes,Female,24,Visual,15,Rarely,58,98,No,High,Fail
23,62,Many,Yes,Low,Yes,Female,26,Visual,0,Often,93,91,Yes,Low,Fail
23,62,Some,Yes,Low,Yes,Female,24,Visual,15,Rarely,58,98,No,High,Fail
23,62,Some,Yes,Low,Yes,Female,26,Visual,0,Often,93,91,Yes,Low,Fail
23,62,Some,No,High,No,Female,24,Visual,15,Rarely,58,98,No,High,Fail
23,62,Some,No,High,No,Female,26,Visual,0,Often,93,91,Yes,Low,Fail
18,66,Some,No,Medium,Yes,Male,19,Auditory,19,Often,58,83,No,Medium,Average
18,66,Some,No,Medium,Yes,Male,27,Visual,4,Rarely,83,42,Yes,Low,Excellent
18,66,Some,No,Medium,Yes,Male,28,Auditory,15,Rarely,66,49,Yes,High,Excellent
18,66,Some,No,Medium,Yes,Male,22,Visual,14,Rarely,82,83,Yes,Medium,Average
18,66,Many,Yes,Medium,Yes,Male,19,Auditory,19,Often,58,83,No,Medium,Average
18,66,Many,Yes,Medium,Yes,Male,27,Visual,4,Rarely,83,42,Yes,Low,Excellent
18,66,Many,Yes,Medium,Yes,Male,28,Auditory,15,Rarely,66,49,Yes,High,Excellent
18,66,Many,Yes,Medium,Yes,Male,22,Visual,14,Rarely,82,83,Yes,Medium,Average
18,66,Some,Yes,Medium,Yes,Male,19,Auditory,19,Often,58,83,No,Medium,Average
18,66,Some,Yes,Medium,Yes,Male,27,Visual,4,Rarely,83,42,Yes,Low,Excellent
18,66,Some,Yes,Medium,Yes,Male,28,Auditory,15,Rarely,66,49,Yes,High,Excellent
18,66,Some,Yes,Medium,Yes,Male,22,Visual,14,Rarely,82,83,Yes,Medium,Average
18,66,Many,No,Medium,Yes,Male,19,Auditory,19,Often,58,83,No,Medium,Average
18,66,Many,No,Medium,Yes,Male,27,Visual,4,Rarely,83,42,Yes,Low,Excellent
18,66,Many,No,Medium,Yes,Male,28,Auditory,15,Rarely,66,49,Yes,High,Excellent
18,66,Many,No,Medium,Yes,Male,22,Visual,14,Rarely,82,83,Yes,Medium,Average
17,64,Some,No,Medium,Yes,Male,25,Visual,11,Often,66,86,Yes,Medium,Fail
17,64,Some,No,Medium,Yes,Male,20,Visual,6,Often,84,54,Yes,Low,Excellent
17,64,Many,No,Medium,Yes,Male,25,Visual,11,Often,66,86,Yes,Medium,Fail
17,64,Many,No,Medium,Yes,Male,20,Visual,6,Often,84,54,Yes,Low,Excellent
17,64,Some,Yes,Low,Yes,Male,25,Visual,11,Often,66,86,Yes,Medium,Fail
17,64,Some,Yes,Low,Yes,Male,20,Visual,6,Often,84,54,Yes,Low,Excellent
17,64,Some,Yes,Medium,Yes,Male,25,Visual,11,Often,66,86,Yes,Medium,Fail
17,64,Some,Yes,Medium,Yes,Male,20,Visual,6,Often,84,54,Yes,Low,Excellent
15,61,Many,Yes,Medium,Yes,Female,26,Visual,7,Rarely,100,85,Yes,High,Fail
15,61,Some,No,Medium,Yes,Female,26,Visual,7,Rarely,100,85,Yes,High,Fail
15,61,Some,Yes,Medium,Yes,Female,26,Visual,7,Rarely,100,85,Yes,High,Fail
15,61,Some,No,High,Yes,Female,26,Visual,7,Rarely,100,85,Yes,High,Fail
22,79,Some,No,Low,Yes,Male,22,Kinesthetic,11,Rarely,67,99,Yes,High,Fail
22,79,Some,No,Low,Yes,Male,21,Auditory,5,Often,73,47,Yes,Medium,Excellent
22,79,Some,No,Low,Yes,Male,29,Auditory,2,Often,86,47,Yes,High,Excellent
22,79,Some,No,Low,Yes,Male,25,Visual,5,Rarely,94,78,No,High,Average
22,79,Some,No,Low,Yes,Male,27,Visual,19,Often,62,73,Yes,Medium,Average
22,79,Some,No,Low,Yes,Male,29,Visual,16,Rarely,99,72,Yes,High,Average
22,79,Some,No,Low,Yes,Male,21,Kinesthetic,5,Often,52,80,Yes,Low,Average
22,79,Some,No,Low,Yes,Male,26,Visual,12,Often,88,94,No,Low,Fail
22,79,Some,No,Low,Yes,Male,22,Auditory,12,Often,65,81,Yes,High,Average
22,79,Some,No,Medium,No,Male,22,Kinesthetic,11,Rarely,67,99,Yes,High,Fail
22,79,Some,No,Medium,No,Male,21,Auditory,5,Often,73,47,Yes,Medium,Excellent
22,79,Some,No,Medium,No,Male,29,Auditory,2,Often,86,47,Yes,High,Excellent
22,79,Some,No,Medium,No,Male,25,Visual,5,Rarely,94,78,No,High,Average
22,79,Some,No,Medium,No,Male,27,Visual,19,Often,62,73,Yes,Medium,Average
22,79,Some,No,Medium,No,Male,29,Visual,16,Rarely,99,72,Yes,High,Average
22,79,Some,No,Medium,No,Male,21,Kinesthetic,5,Often,52,80,Yes,Low,Average
22,79,Some,No,Medium,No,Male,26,Visual,12,Often,88,94,No,Low,Fail
22,79,Some,No,Medium,No,Male,22,Auditory,12,Often,65,81,Yes,High,Average
22,79,Some,Yes,Medium,Yes,Male,22,Kinesthetic,11,Rarely,67,99,Yes,High,Fail
22,79,Some,Yes,Medium,Yes,Male,21,Auditory,5,Often,73,47,Yes,Medium,Excellent
22,79,Some,Yes,Medium,Yes,Male,29,Auditory,2,Often,86,47,Yes,High,Excellent
22,79,Some,Yes,Medium,Yes,Male,25,Visual,5,Rarely,94,78,No,High,Average
22,79,Some,Yes,Medium,Yes,Male,27,Visual,19,Often,62,73,Yes,Medium,Average
22,79,Some,Yes,Medium,Yes,Male,29,Visual,16,Rarely,99,72,Yes,High,Average
22,79,Some,Yes,Medium,Yes,Male,21,Kinesthetic,5,Often,52,80,Yes,Low,Average
22,79,Some,Yes,Medium,Yes,Male,26,Visual,12,Often,88,94,No,Low,Fail
22,79,Some,Yes,Medium,Yes,Male,22,Auditory,12,Often,65,81,Yes,High,Average
22,79,Many,Yes,Medium,Yes,Male,22,Kinesthetic,11,Rarely,67,99,Yes,High,Fail
22,79,Many,Yes,Medium,Yes,Male,21,Auditory,5,Often,73,47,Yes,Medium,Excellent
22,79,Many,Yes,Medium,Yes,Male,29,Auditory,2,Often,86,47,Yes,High,Excellent
22,79,Many,Yes,Medium,Yes,Male,25,Visual,5,Rarely,94,78,No,High,Average
22,79,Many,Yes,Medium,Yes,Male,27,Visual,19,Often,62,73,Yes,Medium,Average
22,79,Many,Yes,Medium,Yes,Male,29,Visual,16,Rarely,99,72,Yes,High,Average
22,79,Many,Yes,Medium,Yes,Male,21,Kinesthetic,5,Often,52,80,Yes,Low,Average
22,79,Many,Yes,Medium,Yes,Male,26,Visual,12,Often,88,94,No,Low,Fail
22,79,Many,Yes,Medium,Yes,Male,22,Auditory,12,Often,65,81,Yes,High,Average
8,73,Some,Yes,High,Yes,Female,26,Visual,12,Often,75,93,Yes,High,Fail
8,73,Many,Yes,Medium,Yes,Female,26,Visual,12,Often,75,93,Yes,High,Fail
8,73,Many,No,High,Yes,Female,26,Visual,12,Often,75,93,Yes,High,Fail
8,73,Many,Yes,Low,Yes,Female,26,Visual,12,Often,75,93,Yes,High,Fail
27,75,Some,Yes,High,Yes,Female,25,Kinesthetic,16,Rarely,88,84,Yes,High,Average
27,75,Some,Yes,Medium,Yes,Female,25,Kinesthetic,16,Rarely,88,84,Yes,High,Average
13,87,Some,Yes,Low,Yes,Female,26,Visual,10,Often,83,85,Yes,Medium,Fail
13,87,Some,Yes,Low,Yes,Female,21,Visual,13,Often,80,65,Yes,High,Good
30,91,Some,Yes,High,Yes,Female,28,Auditory,6,Often,83,43,Yes,High,Excellent
20,68,Some,No,High,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Some,No,High,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Some,No,High,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Some,No,High,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Some,No,High,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Some,Yes,Low,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Some,Yes,Low,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Some,Yes,Low,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Some,Yes,Low,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Some,Yes,Low,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Some,Yes,High,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Some,Yes,High,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Some,Yes,High,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Some,Yes,High,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Some,Yes,High,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Many,Yes,Medium,No,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Many,Yes,Medium,No,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Many,Yes,Medium,No,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Many,Yes,Medium,No,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Many,Yes,Medium,No,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Some,Yes,Medium,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Some,Yes,Medium,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Some,Yes,Medium,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Some,Yes,Medium,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Some,Yes,Medium,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Many,Yes,Medium,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Many,Yes,Medium,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Many,Yes,Medium,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Many,Yes,Medium,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Many,Yes,Medium,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
20,68,Many,No,Low,Yes,Male,18,Visual,13,Often,61,42,Yes,High,Excellent
20,68,Many,No,Low,Yes,Male,23,Auditory,4,Often,88,79,Yes,Medium,Average
20,68,Many,No,Low,Yes,Male,27,Kinesthetic,8,Rarely,67,95,Yes,Medium,Fail
20,68,Many,No,Low,Yes,Male,25,Auditory,16,Rarely,93,44,Yes,High,Excellent
20,68,Many,No,Low,Yes,Male,23,Visual,0,Often,84,97,Yes,High,Fail
21,81,Some,Yes,Medium,Yes,Male,23,Auditory,6,Often,68,70,Yes,High,Average
21,81,Some,Yes,High,Yes,Male,23,Auditory,6,Often,68,70,Yes,High,Average
